3009832,PATH X-RAYS CONF  ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009834,ULTRA PATH        ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009835,AUT PRAC II       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009836,PRAC SURG PATH II ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009842,AUT PRAC III      ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009843,PRAC SURG PATH III,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009844,GYNEPATH          ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009844,GYNEPATH          ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009850,PATHOLOGY         ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009852,SPEC PROJ II      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009854,SPEC PROJ I       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009860,DIAG SURG PATH I  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009870,RADIO PATHO CORR  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,35 ,16/01/2559 20:00
3009884,NEURO-PATH-CORR II,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LAB  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009885,DIAG CYTOPATH I   ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009886,DIAG SURG PATH II ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009887,DIAG CYTOPATH II  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009888,SPEC PATH         ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009888,SPEC PATH         ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009889,PATH CLIN CORR    ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009889,PATH CLIN CORR    ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,IDPS ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009890,DIAG SURG PATH III,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009891,DIAG CYTOPATH III ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009892,APP IMMPATH       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009892,APP IMMPATH       ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009893,APP MOL PATH      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009893,APP MOL PATH      ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,                    ,                    ,                    ,15 ,16/01/2559 20:00
3009895,NEUROPATHOLOGY    ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,O.P.R,IA   ,STAFF                        ,YEAR COURSE         ,                    ,                    ,15 ,16/01/2559 20:00
3010101,DRUG DAILY LIFE   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,301  ,STAFF                        ,                    ,                    ,                    ,200,16/01/2559 20:00
3010101,DRUG DAILY LIFE   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,DISC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,ANAND,301  ,STAFF                        ,                    ,                    ,                    ,200,16/01/2559 20:00
3010332,TH TRAD MED       ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,L/P  ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,PADTA,IA   ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3010334,CLIN APP PHARMACO ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,PADTA,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,17 ,16/01/2559 20:00
3010336,LIT REV PHARMACO  ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,PADTA,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,3  ,16/01/2559 20:00
3010338,RES EXP PHARMACO  ,4  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,PADTA,IA   ,STAFF                        ,3MED (SELECTIVE)    ,                    ,                    ,5  ,16/01/2559 20:00
