3200101,PROF DEV I        ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,L/P  ,FR,  ,  ,  ,  ,  ,  ,0800-1000,DEN16,509  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,17 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,18 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,19 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,20 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,21 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,22 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,23 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,24 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,25 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210408,ORAL SURG CLIN I  ,2  ,3210406                                                                         ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,219  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210508,ORAL SURGERY II   ,1  ,3210408                                                                         ,          ,         ,          ,TDF      ,1  ,LECT ,TH,  ,  ,  ,  ,  ,  ,0800-0900,DEN16,211  ,STAFF                        ,                    ,                    ,                    ,140,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,17 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,18 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,19 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,20 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,21 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,22 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,5  ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,23 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
3210509,ORAL SURG CLIN II ,2  ,3210408                                                                         ,          ,         ,          ,TDF      ,24 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,DENT1,106  ,STAFF                        ,                    ,                    ,                    ,10 ,16/01/2559 20:00
