3100507,VET SOC           ,1  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,     ,IA   ,OCS                          ,                    ,                    ,                    ,60 ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,5  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,6  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,7  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,8  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143605,RAD/ULTSN PRAC II ,1  ,3143505                                                                         ,          ,         ,          ,TDF      ,9  ,PRAC ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143606,FERT NEUTER CLIN  ,2  ,                                                                                ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,1  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,10 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,11 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,12 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,13 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,14 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,15 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,16 ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,2  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,3  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,4  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,5  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,6  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,7  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,8  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
3143607,CARDIOLOGY CLINIC ,1  ,3143501                                                                         ,          ,         ,          ,TDF      ,9  ,CLIN ,IA,  ,  ,  ,  ,  ,  ,IA-IA    ,VET5 ,IA   ,STAFF                        ,VET                 ,                    ,                    ,8  ,16/01/2559 20:00
